"GOVCODE","GOVNAME","RESCODE","ENROLLMT","NSCHLS","SCHLVL","AREA","MCCODE","BIGCODE","EMPST","GOVCOMP","GBATLRG","GBELDIST","GBTOT","GBMALE","GBWM","GBBKM","GBWHM","GBBKHM","GBAMIM","GBASM","GBFEM","GBWFEM","GBBKFEM","GBWHFEM","GBBKHFEM","GBAMIFEM","GBASFEM","ABTOT","ABMALE","ABWM","ABBKM","ABWHM","ABBKHM","ABAMIM","ABASM","ABFEM","ABWFEM","ABBKFEM","ABWHFEM","ABBKHFEM","ABAMIFEM","ABASFEM","OOSUPER","OOMISC","OOMALE","OOWM","OOBKM","OOWHM","OOBKHM","OOAMIM","OOASM","OOFEM","OOWFEM","OOBKFEM","OOWHFEM","OOBKHFEM","OOAMIFEM","OOASFEM","FYMMDD","ADVSC","TYPESC"
"015001001","AUTAUGA CO SCH DIST",1,7008,10,3,1,"000000000000000000000000000000",2,2,1,5,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015002001","BALDWIN CO SCH DIST",2,17479,30,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015003001","BARBOUR CO SCH DIST",1,2210,7,3,5,"000000000000000000000000000000",2,2,1,5,0,5,3,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015003002","EUFAULA CTY SCH DIST",1,2963,5,3,5,"000000000000000000000000000000",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015004001","BIBB CO SCH DIST",1,3652,8,3,1,"000000000000000000000000000000",2,2,1,5,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015005001","BLOUNT CO SCH DIST",1,6048,9,3,1,"000000000000000000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015005002","ONEONTA CITY SCH DIST",1,1107,1,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015006001","BULLOCK CO SCH DIST",1,1985,4,3,1,"000000000000000000000000000000",2,2,1,5,5,0,3,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015007001","BUTLER CO SCH DIST",1,4544,6,3,1,"000000000000000000000000000000",2,2,1,5,1,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015008002","ANNISTON CTY SCH DST",1,4464,9,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015008003","CALHOUN CO SCH DIST",1,10734,15,3,5,"000000000000000000000000000000",2,2,1,7,7,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015008004","JACKSONVILLE CTY SCH DIST",1,1615,2,3,2,"000000000000000000000000000000",2,2,1,5,5,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015008005","PIEDMONT CTY SCH DIST",1,1252,3,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015008801","OXFORD CITY SCH DIST",1,2703,3,3,4,"010080106100000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015009001","CHAMBERS CO SCH DIST",2,4784,13,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015009002","LANETT CTY SCH DIST",1,1767,4,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015010001","CHEROKEE CO SCH DIST",1,3697,7,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015011001","CHILTON CO SCH DIST",1,6228,9,3,1,"000000000000000000000000000000",2,2,1,7,7,0,5,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015012001","CHOCTAW CO SCH DIST",1,3121,8,3,1,"000000000000000000000000000000",2,2,1,5,1,4,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,930,2,0
"015013001","CLARKE CO SCH DIST",1,4501,9,3,1,"000000000000000000000000000000",2,2,1,5,1,4,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015013701","THOMASVILLE CTY SCH DIST",1,1603,3,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015014001","CLAY CO SCH DIST",1,2664,8,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015015001","CLEBURNE CO SCH DIST",1,2403,6,3,1,"000000000000000000000000000000",2,2,1,5,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015016001","COFFEE CO SCH DIST",1,1821,4,3,5,"000000000000000000000000000000",2,2,1,7,0,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015016002","ELBA CITY SCH DIST",1,1138,2,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015016003","ENTERPRISE CTY SCH DIST",1,5318,10,3,4,"010160102301031000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015017001","COLBERT CO SCH DIST",2,3518,11,3,1,"",NA,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015017002","SHEFFIELD CITY SCH DIST",1,1541,6,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015017003","TUSCUMBIA CITY SCH DIST",1,1436,4,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015017501","MUSCLE SHOALS SCH DIST",2,2013,5,3,2,"000000000000000000000000000000",2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015018001","CONECUH CO SCH DIST",2,2582,7,3,1,"",NA,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015019001","COOSA CO SCH DIST",1,1925,5,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015020001","ANDALUSIA CTY SCH DIST",1,2183,4,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015020002","COVINGTON CO SCH DIST",1,2939,6,3,5,"000000000000000000000000000000",2,2,1,5,5,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015020003","FLORALA CTY SCH DIST",1,207,1,1,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015020004","OPP CITY SCH DIST",1,1593,3,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015021001","CRENSHAW CO SCH DIST",1,2619,4,3,1,"000000000000000000000000000000",2,2,1,5,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,3
"015022001","CULLMAN CITY SCH DIST",1,2578,4,3,2,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015022002","CULLMAN CO SCH DIST",1,9061,15,3,5,"000000000000000000000000000000",2,2,1,7,0,7,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015023001","DALE CO SCH DIST",1,2563,6,3,5,"000000000000000000000000000000",2,2,1,5,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015023002","OZARK CITY SCH DIST",1,3630,6,3,5,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015023701","DALEVILLE CTY SCH DIST",1,1415,3,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015024001","DALLAS CO SCH DIST",1,5094,14,3,5,"000000000000000000000000000000",2,2,1,5,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015024002","SELMA CITY SCH DIST",1,5254,11,3,5,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,4,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015025001","DE KALB CO SCH DIST",1,7476,13,3,1,"000000000000000000000000000000",2,2,1,5,1,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,1
"015025002","FORT PAYNE CITY SCH DIST",1,2577,4,3,2,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015026001","ELMORE CO SCH DIST",1,7834,10,3,5,"000000000000000000000000000000",2,2,3,7,0,7,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015026002","TALLASSEE CTY SCH DIST",1,1673,4,3,4,"010260106200000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015027002","BREWTON CITY SCH DIST",1,1495,3,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015027003","ESCAMBIA CO SCH DIST",1,5320,12,3,1,"000000000000000000000000000000",2,2,1,7,0,7,6,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015028001","ATTALLA CITY SCH DIST",1,2264,4,3,5,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015028002","ETOWAH CO SCH DIST",1,8782,19,3,1,"000000000000000000000000000000",2,2,1,7,0,7,5,5,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015028003","GADSDEN CITY SCH DIST",1,6336,15,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015029001","FAYETTE CO SCH DIST",1,3003,6,3,1,"000000000000000000000000000000",2,2,3,6,0,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015030001","FRANKLIN CO SCH DIST",1,3093,6,3,4,"019990000000000000000000000000",2,2,1,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015030002","RUSSELLVILLE SCH DIST",1,2202,4,3,5,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015031001","GENEVA CO SCH DIST",1,2945,12,3,1,"000000000000000000000000000000",2,1,3,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015031801","GENEVA CITY SCHOOL DIST",2,1410,3,3,5,"000000000000000000000000000000",2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015032001","GREENE CO SCH DIST",1,2421,5,3,1,"000000000000000000000000000000",2,2,1,5,0,5,2,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015033001","HALE CO SCH DIST",1,3644,7,3,1,"000000000000000000000000000000",2,2,1,5,0,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015034001","HENRY CO SCH DIST",1,3019,6,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015035001","DOTHAN CITY SCH DIST",1,10185,16,3,2,"000000000000000000000000000000",1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,1
"015035002","HOUSTON CO SCH DIST",1,5451,8,3,5,"000000000000000000000000000000",2,2,2,7,0,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015036001","JACKSON CO SCH DIST",1,6501,17,3,1,"000000000000000000000000000000",2,2,1,5,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015036002","SCOTTSBORO CITY SCH DIST",1,3058,6,3,2,"000000000000000000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,3
"015037001","BESSEMER CITY SCH DIST",1,5466,7,3,2,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037002","BIRMINGHAM CITY SCH DIST",2,41710,85,3,2,"000000000000000000000000000000",1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015037003","FAIRFIELD CITY SCH DIST",1,2356,5,3,2,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037004","JEFFERSON CO SCH DIST",1,40752,60,3,5,"000000000000000000000000000000",2,2,1,5,4,1,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037005","TARRANT CITY SCH DIST",1,1599,3,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015037401","HOOVER CITY SCH DIST",2,6091,7,3,2,"",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015037501","MT BROOK CTY SCH DIST",1,3271,6,3,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037801","HOMEWOOD CITY SCHOOL DIST",1,2949,5,3,2,"000000000000000000000000000000",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037802","MIDFIELD CITY SCHOOL DIST",1,1889,3,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015037804","VESTAVIA HILLS CTY SCH DIST",1,3791,5,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015038001","LAMAR CO SCH DIST",1,3218,3,3,1,"000000000000000000000000000000",2,2,3,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015039001","FLORENCE CITY SCH DIST",1,5311,9,3,2,"000000000000000000000000000000",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015039002","LAUDERDALE CO SCH DIST",1,7985,13,3,5,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015040001","LAWRENCE CO SCH DIST",1,6338,14,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015041001","LEE CO SCH DIST",1,5671,7,3,3,"010410199900000000000000000000",2,2,3,7,0,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,3
"015041002","OPELIKA CITY SCHS",2,4589,8,3,2,"000000000000000000000000000000",2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015041701","AUBURN CITY SCHOOL DIST",1,3501,6,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015042001","ATHENS CITY SCH DIST",1,2953,6,3,2,"000000000000000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,0
"015042002","LIMESTONE CO SCH DIST",1,6870,11,3,5,"000000000000000000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015043001","LOWNDES CO SCH DIST",1,2920,8,3,1,"000000000000000000000000000000",2,2,1,4,1,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015044001","MACON CO SCH DIST",2,4374,8,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"015045001","HUNTSVILLE CITY SCH DIST",1,24024,42,3,2,"000000000000000000000000000000",1,2,1,5,0,5,2,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
"015045002","MADISON CO SCH DIST",1,13861,19,3,5,"000000000000000000000000000000",2,2,3,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2,0
"015046001","DEMOPOLIS CITY SCH DIST",1,2224,3,3,2,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,1,2
